health,fatigue,alcohol,emotion,safety_knowledge,experience,skill,accident_history,violation_history,distance,stay_time,overlap,authorized,ppe_fastened,protection_eff,hazard_type,impact_range,stability_margin,device_abnormality,sensor_coverage,alarm_effect,wind_speed,illumination,Label
0.55493234,0.360951215,否,0.630737474,0.783286717,9.063355214,初级,1次,1次,11.57556067,43.69848213,0.348383311,是,是,0.768856283,深基坑,10.10255822,0.539389291,1.67868E-12,0.794254484,0.352736874,2.560510927,0.597403179,中风险
0.693662437,0.59213939,否,0.593019407,0.860854847,0.590251836,中级,无,1次,14.45685469,16.35605232,0.276076794,是,是,0.165539188,塔吊,1.908388665,0.999999864,0.140209886,0.901521168,0.774261479,3.936500636,0.450102232,高风险
0.758993791,0.266868914,否,0.681410463,0.727938947,5.125916396,中级,无,无,24.73183309,32.08260709,0.290546638,否,是,0.612524348,深基坑,4.807527913,0.99999959,0.362009394,0.652625157,0.844139848,1.656836701,0.753842662,高风险
0.710027438,0.233958844,否,0.838463024,0.720287429,2.513983913,初级,无,1次,42.97211423,85.35562185,0.171294509,是,是,0.873679076,配电箱,11.24532921,0.999999776,0,0.875474351,0.684739523,3.644316192,0.621409571,低风险
0.589281257,0.402060153,否,0.634243719,0.734934605,0.068516151,中级,无,无,16.93213914,60.01109735,0.209941847,是,是,0.695724876,高支模,4.78298772,0.999998726,0.143321294,0.934402441,0.754222598,2.048774738,0.821860808,无风险
0.260222425,0.152607209,否,0.73850888,0.860351278,2.414937702,中级,无,无,37.71462221,19.42507046,0.135311678,是,是,0.69758643,深基坑,39.23853466,0.356786943,0.364829603,0.722971368,0.885718825,2.305236335,0.391740019,低风险
0.277892923,0.259637784,否,0.668213079,0.839048253,17.1283853,中级,无,1次,11.6675468,24.48066649,0.014723517,是,是,0.755650982,高支模,8.795986601,0.861737231,0.859969388,0.714145424,0.733925759,4.000147444,0.706331695,低风险
0.884264377,0.611607133,是,0.588914159,0.77752382,9.123292165,初级,无,无,38.17226277,84.52271023,0.404596541,是,是,0.729594429,塔吊,18.01821264,0.74914376,0,0.65442465,0.44391653,0.852974048,0.587224785,高风险
0.246516994,0.293405691,否,0.528169533,0.742669578,1.788721351,高级,1次,无,29.01577085,22.48418308,0.056222703,是,是,0.907586611,高支模,15.48449286,0.999999379,0.066082166,0.942098467,0.576040237,1.913357328,0.666722213,无风险
0.668568497,0.783965242,否,0.558856577,0.689755186,5.555763403,初级,无,无,29.85572902,17.84552721,0.363294661,是,是,0.88380706,塔吊,18.45285654,0.612690947,0.504830467,0.779538669,0.652913102,6.554298872,0.46524078,中风险
0.700890416,0.17063375,否,0.692721635,0.789722623,11.53969112,初级,无,无,12.67053523,42.65161963,0.178992389,是,是,0.866649988,高支模,19.36464527,0.759947477,1.57438E-12,0.777713133,0.143120389,6.057329657,0.769053635,低风险
0.560451229,0.24034841,否,0.620788243,0.675145337,0.250638979,中级,无,无,14.37081579,74.56204667,0.076803505,是,是,0.913615764,配电箱,26.13867084,0.827926372,0,0.835829545,0.469623372,3.402072767,0.804264478,无风险
0.851990859,0.341918639,否,0.552965927,0.836442344,3.402739734,中级,无,无,16.31291363,23.63981509,0.815621677,是,是,0.30561609,深基坑,0.562873125,0.407948458,0.013043918,0.644064267,0.43626113,0.823891689,0.585071955,低风险
0.772143864,0.590851065,否,0.681528064,0.807802025,20.68892706,初级,无,无,12.71611697,22.2290624,0.229328,是,否,0.157588702,高支模,4.114595928,0.508871537,0,0.844935761,0.53965421,0.94311752,0.903954246,极高风险
0.739792852,0.400486381,否,0.762045694,0.68245165,14.06887724,中级,无,1次,17.54038958,62.14931413,0.524869787,是,是,0.453599955,配电箱,5.240031331,0.161439105,0.073081819,0.948230717,0.743380124,0.692949828,0.272447534,中风险
0.775186594,0.55953259,否,0.591947105,0.77969269,9.670873351,初级,无,无,15.91050322,37.07747489,0.209390068,是,是,0.362182891,深基坑,2.240481818,0.999999599,1.16225E-12,0.859196276,0.797320423,4.422798787,0.560509257,无风险
0.38252964,0.155521284,否,0.638195708,0.747422666,5.018828733,初级,无,无,10.7831674,30.24741807,0.194564339,否,是,0.796258527,高支模,20.43585136,0.412522411,0.458639671,0.90592965,0.471143285,1.652311475,0.190636576,极高风险
0.805671087,0.49103454,否,0.64382824,0.922799933,9.245570609,初级,无,1次,16.54115617,27.47108621,0.242138621,是,是,0.913182446,车辆,34.8029466,0.440204741,1.47885E-12,0.635274872,0.596861542,4.87130504,0.479203845,低风险
0.846883615,0.23008664,否,0.651699558,0.732238709,12.83342544,初级,无,1次,17.40163002,23.69517292,0.139698944,是,是,0.09430502,高支模,17.38643396,0.99999981,0.158602182,0.824120108,0.61426025,2.513681152,0.753707231,高风险
0.910475422,0.192168267,否,0.594814452,0.99813915,6.946137671,中级,1次,无,16.6157789,15.72587409,0.619907733,是,是,0.707120935,配电箱,14.12192269,0.999997039,0.08296433,0.908478444,0.557809066,3.363573294,0.672301652,无风险
0.963136536,0.678697975,否,0.805264168,0.778748918,14.06244807,高级,无,无,10.31575366,56.1345111,0.305735306,是,是,0.195733707,高支模,1.930282439,0.841016298,0.099823794,0.911934278,0.650155368,1.137775795,0.782762351,中风险
0.498836721,0.708680871,否,0.675141876,0.913997993,2.779578262,中级,无,1次,13.66291486,30.17573721,0.31959781,是,是,0.976125284,车辆,91.51517064,0.476532848,0.264161985,0.842569845,0.822316999,5.042389411,0.902389855,中风险
0.537580816,0.681325884,否,0.561651773,0.86617443,22.36802189,初级,无,无,14.25969368,38.47231246,0.115819619,是,是,0.873934026,配电箱,19.99164141,0.687611428,0.297719039,0.73763761,0.786653883,7.923866643,0.666444317,低风险
0.389430954,0.172893124,否,0.453690317,0.709666599,20.36725414,高级,无,无,13.82903235,7.263342895,0.445347091,否,是,0.410821664,车辆,3.774563946,0.80052629,0.707636867,0.941452078,0.812096314,2.771591016,0.84699739,高风险
0.389429248,0.444972688,否,0.832896287,0.837318924,4.752919874,无证,无,无,10.24561995,46.25294815,0.294177114,是,是,0.901990366,塔吊,16.58213793,0.824068126,0.199430178,0.640845785,0.653904234,2.222263149,0.73778735,高风险
0.640171957,0.207214846,否,0.645666676,0.908761104,2.692920307,初级,无,无,18.63739841,54.2911878,0.268712665,是,是,0.306716736,配电箱,26.22364931,0.797522081,0.494565958,0.593260673,0.679488212,2.617745464,0.414364542,中风险
0.729984463,0.727089958,否,0.833311432,0.889145009,2.791544755,中级,无,无,18.25296476,56.98433805,0.018509402,否,是,0.649306827,塔吊,68.88399076,0.493156553,0.648902686,0.914442816,0.771251228,2.472611019,0.879537737,极高风险
0.474589554,0.45229564,否,0.608300568,0.70698027,3.152504158,初级,无,1次,22.50862559,34.19777382,0.117209004,是,是,0.81180533,深基坑,25.95114042,0.424894137,1.26377E-12,0.923924631,0.527864522,1.340882287,0.505951246,中风险
0.186029561,0.272579963,否,0.618507663,0.813583343,19.5289613,高级,1次,无,13.08742291,10.13205558,0.000303302,是,是,0.40972385,深基坑,4.46454221,0.652895916,0.276128071,0.667956784,0.270741981,0.617371841,0.488800106,中风险
0.240193644,0.139616061,否,0.636898474,0.873028403,19.96029882,初级,1次,1次,13.58714024,13.169205,0.313331179,是,是,0.721749336,高支模,1.826859068,0.939281914,0.311045894,0.754073203,0.085570883,2.565500687,0.418782232,低风险
0.786295368,0.210725679,否,0.730632831,0.797949631,3.939073424,初级,无,1次,47.96434554,29.32166353,0.11723112,是,是,0.260808752,车辆,61.66610179,0.617179285,0.271572402,0.798244235,0.735171411,2.976008218,0.641618455,中风险
0.686730533,0.317190665,否,0.643363111,0.715645275,1.854089645,中级,无,无,16.92846984,47.54000633,0.036966293,是,是,0.813288779,高支模,4.275333372,0.111757927,0.222698729,0.868765176,0.700926374,4.715646082,0.914323335,低风险
0.802485781,0.308048155,否,0.497485874,0.874792353,11.63817034,中级,1次,≥2次,20.68628073,15.00894598,0.912522892,是,是,0.361711092,配电箱,27.04724319,0.76032785,0.081259791,0.610602415,0.900227731,0.637038197,0.332587773,中风险
0.850285369,0.450190099,否,0.915409668,0.733458409,6.195627461,中级,无,≥2次,11.05406634,12.11271298,0.266339399,否,是,0.515303033,配电箱,0.37497319,0.538032236,0.210771337,0.953483296,0.661915217,1.935016334,0.261624817,高风险
0.804266516,0.404006095,否,0.636531712,0.720010736,1.661393524,初级,无,无,41.138023,37.71896897,0.169098888,是,否,0.741752534,配电箱,14.52152544,0.694166202,0.446032049,0.894630524,0.554823533,6.820620321,0.440341017,极高风险
0.643899041,0.701511216,否,0.643842841,0.842429619,4.65546434,初级,1次,≥2次,21.5687011,56.30543792,0.127100791,是,是,0.655220825,车辆,17.52675244,0.654790179,0.472424091,0.627116735,0.150534292,2.193276056,0.312871943,高风险
0.776306473,0.596957475,否,0.830743008,0.68674228,5.744769789,中级,1次,无,53.10648209,16.76002387,0.090247762,是,是,0.057880763,高支模,4.890839163,0.73424239,0.940524907,0.86035064,0.683265423,1.561777268,0.501856601,高风险
0.201305103,0.176162631,否,0.751100664,0.859938536,4.359667224,高级,无,1次,58.67352694,66.35174287,0.305042405,是,是,0.562752933,高支模,1.117372111,0.999999554,0.491131334,0.876099642,0.292347123,2.966237023,0.667085653,低风险
0.649810563,0.099110675,否,0.593836415,0.877740618,6.568621478,高级,1次,无,17.63921078,32.67331326,0.322052549,否,是,0.615004626,高支模,9.828603532,0.589853384,0.220620777,0.817099654,0.784236453,1.966524075,0.466775532,高风险
0.864881854,0.609370086,否,0.677428616,0.892500817,10.65468282,初级,无,无,38.69069821,29.53207038,0.040185757,是,是,0.466020415,配电箱,26.18576885,0.760322206,0.457130205,0.923927633,0.223548597,4.761910417,0.596100831,中风险
0.774120604,0.553003507,否,0.508437681,0.84539553,3.953154926,中级,无,1次,34.38756078,48.13026562,0.206332127,是,是,0.713161637,塔吊,14.66590824,0.647906997,0.319500006,0.956313144,0.694266712,2.737087029,0.812350935,低风险
0.592079816,0.331351917,否,0.555890054,0.92506202,5.257223486,中级,无,无,9.645182469,9.918133285,0.304096213,是,是,0.702187656,车辆,21.0957429,0.50795241,0.226358607,0.885300086,0.216426188,0.379346467,0.793781828,低风险
0.834821349,0.454794263,否,0.809157199,0.828032128,35.76284693,中级,无,1次,26.48327906,8.361913313,0.205912812,是,是,0.522424293,深基坑,1.229053401,0.541061382,0.374660805,0.763405501,0.8268638,2.359114128,0.612417217,无风险
0.559294123,0.547678373,否,0.761795141,0.841108272,2.46007241,高级,无,无,53.95724622,30.60569986,0.155868235,是,是,0.878483129,塔吊,1.994194807,0.999999747,0.344447304,0.884862889,0.509216099,2.775574124,0.681153089,无风险
0.590870336,0.157544187,否,0.683884952,0.781798841,9.118220794,中级,无,无,28.94114009,68.77825421,0.026110989,否,是,0.332189233,配电箱,23.71715566,0.418927972,0.536079299,0.917290837,0.70603613,2.660274397,0.79009315,极高风险
0.849900426,0.092583755,否,0.672057855,0.847783415,3.525542936,初级,无,1次,24.67593018,20.57420006,0.325918765,是,是,0.595648752,塔吊,9.300147483,0.790125581,0,0.890864448,0.196007923,4.40433757,0.807019857,无风险
0.265366505,0.203290063,否,0.649975546,0.900554865,9.498006713,高级,无,无,19.58974148,69.32140805,0.23081109,是,是,0.577268617,深基坑,37.27689129,0.244611276,0.639619376,0.943624944,0.563823812,9.811288925,0.57761867,极高风险
0.371225229,0.295678027,否,0.679931144,0.879246956,6.202703968,高级,≥2次,无,20.3117173,67.58016765,0.160356077,是,是,0.438573103,配电箱,23.18772053,0.365694909,0.486091757,0.638021274,0.393043552,4.42844167,0.6354813,高风险
0.52636232,0.326607764,否,0.680060153,0.743642832,1.138966776,中级,无,无,71.49943377,21.72278853,0.579039384,是,是,0.742286254,配电箱,3.920371729,0.731396908,0.048823568,0.736284581,0.686454355,2.229051748,0.532177184,低风险
0.67821264,0.193000007,否,0.681872174,0.829208008,10.11883539,中级,无,无,13.64145751,42.29495941,0.37582438,是,是,0.302208078,深基坑,17.95514517,0.607075951,0.361806654,0.864368617,0.715236136,1.334387399,0.967307773,低风险
0.758401987,0.781033755,否,0.692434155,0.956558127,7.59016252,中级,无,1次,33.41591152,10.62195959,0.170558387,是,是,0.856473961,车辆,16.29894892,0.335853979,0.463239029,0.895824699,0.728377536,6.544849482,0.698414435,中风险
0.785388472,0.373631305,否,0.879902946,0.802545045,3.638453343,高级,无,无,22.81686251,42.58707648,0.307005351,是,是,0.925217818,车辆,57.50205518,0.523661802,1.86528E-12,0.910058971,0.836241688,1.018465082,0.907331814,无风险
0.412850025,0.236988739,否,0.423808304,0.601774227,8.83229822,初级,无,≥2次,25.41902673,20.81841276,0.012411418,是,是,0.728015692,塔吊,3.020835905,0.714549392,0,0.826028828,0.265411917,0.585356974,0.709450333,低风险
0.536702318,0.291251607,否,0.678787327,0.847288585,11.14291443,高级,无,无,28.23797804,28.12219058,0.136342142,是,是,0.380168036,深基坑,12.91250749,0.543053668,0.394585407,0.791156505,0.649838039,3.82926737,0.528790644,低风险
0.72386234,0.277637097,否,0.730453415,0.644502357,0.157746641,中级,无,1次,4.767443127,9.652005014,0.007631362,是,是,0.602671283,配电箱,22.43229176,0.999998554,0.144565618,0.645896592,0.430397292,4.120821484,0.727351076,低风险
0.831433234,0.267472564,否,0.703412357,0.906048299,6.98474307,中级,无,无,24.4597087,21.64247013,0.489683653,是,是,0.839928801,配电箱,2.622387543,0.587832086,1.62889E-12,0.700366374,0.415577525,1.494036607,0.479503602,无风险
0.513291113,0.710318979,否,0.727951182,0.64012521,0.905635971,中级,无,无,48.66786947,69.99436532,0.071138622,是,否,0.708720457,高支模,31.15097795,0.805526185,0.006777743,0.654502953,0.249273554,2.269205241,0.579360237,极高风险
0.93036009,0.283771644,否,0.820698776,0.993189797,2.971107879,高级,≥2次,1次,12.6789532,33.51420525,0.030892088,是,是,0.422588662,深基坑,13.94257498,0.706997528,0.247243083,0.893771126,0.860969163,1.376907761,0.309443105,无风险
0.467534217,0.300938074,否,0.661667907,0.907799039,12.36419937,中级,无,1次,19.75489156,18.21377408,0.124903368,是,是,0.404902909,高支模,90.11971062,0.581295925,0.185141074,0.833233983,0.397130537,3.131855575,0.776189905,中风险
0.73570415,0.20036689,否,0.520909015,0.798869258,1.137362559,无证,无,无,23.97262634,38.76962896,0.015466031,是,否,0.277758554,深基坑,14.23007303,0.754160777,0.239733538,0.969271095,0.902689729,0.803437278,0.238566407,极高风险
0.828026659,0.352346754,否,0.550118771,0.942164543,6.259502565,中级,无,无,21.36434398,43.33118905,0.009236562,是,是,0.897483808,车辆,17.41056898,0.780533463,0.232606447,0.835170676,0.620324913,4.16203049,0.705032102,无风险
0.710536864,0.111570245,否,0.844588714,0.779812186,0.834131158,中级,无,≥2次,24.11126189,19.65059295,0.054045978,是,是,0.327327814,车辆,4.40795808,0.359592952,0.159914602,0.90856977,0.443425207,1.773980985,0.194452259,低风险
0.560845707,0.347593152,否,0.742694061,0.777707631,3.137494154,中级,无,1次,14.0145953,22.15265403,0.308767998,是,是,0.512898846,塔吊,19.66190732,0.132460421,0.432280943,0.80547404,0.499600526,2.194752289,0.368905794,中风险
0.872902232,0.162303558,否,0.789535253,0.772561616,13.69628656,中级,无,无,18.31792232,23.6571973,0.002561252,是,是,0.884344851,配电箱,25.55663086,0.013875968,0.284694594,0.735864649,0.49058759,8.075913533,0.189828663,高风险
0.846918989,0.163301169,否,0.624352748,0.662454335,2.046449833,初级,无,无,22.44100417,64.72405857,0.193749865,是,是,0.370224301,配电箱,11.07395826,0.999999298,0.260276296,0.64590967,0.807334604,2.453246812,0.724836182,低风险
0.1991179,0.202496296,否,0.640838563,0.922849424,0.873322412,初级,无,无,46.07327946,26.31564196,0.304983848,是,是,0.506020642,车辆,4.547808504,0.26894621,1.93815E-12,0.754739054,0.806620699,1.338966664,0.867547493,中风险
0.824873667,0.614094122,否,0.762500481,0.902945344,4.911641843,无证,无,无,16.0272601,34.46688075,0.223576507,是,是,0.61996764,塔吊,1.59295705,0.869800583,1.26306E-12,0.857827713,0.817847242,3.811641257,0.628230643,中风险
0.660464138,0.505743347,否,0.609321523,0.609848187,1.869530519,初级,无,无,24.65667118,12.48014019,0.269179887,是,是,0.765432917,深基坑,1.666419331,0.999999768,0.205000242,0.921438265,0.502744515,1.702544002,0.532703949,无风险
0.926661808,0.23292172,否,0.729483554,0.830927176,11.2380787,初级,无,≥2次,18.47248307,16.14248759,0.225323817,是,是,0.552925076,配电箱,23.50801633,0.787323155,0.347641424,0.837510188,0.739859695,4.75680408,0.844683242,低风险
0.611327998,0.400141882,否,0.655901073,0.675631862,1.483124857,初级,无,≥2次,11.45815126,24.54058947,0.508089875,是,是,0.745922219,车辆,7.280464134,0.729253514,0,0.781439579,0.28609901,3.308208618,0.742565301,中风险
0.609410161,0.113858156,否,0.68053055,0.668753829,21.29730167,中级,无,无,22.96439886,12.12719215,0.291606443,否,是,0.733814821,配电箱,4.78877328,0.999998713,0.107883286,0.770735587,0.819600834,2.466260953,0.589528275,中风险
0.052684371,0.141211805,否,0.630892995,0.776371628,3.730024942,初级,无,无,13.67837021,40.61871248,0.248797326,是,是,0.335204985,高支模,17.30027847,0.731937325,0,0.697405517,0.531968372,1.999699054,0.194352809,高风险
0.676298231,0.23505021,否,0.700049979,0.574108882,1.262856273,中级,1次,无,7.138858644,18.17909855,0.185203737,是,是,0.765041835,车辆,0.825709161,0.999999879,0.305259415,0.623385268,0.647930591,3.827759368,0.837388497,中风险
0.867151109,0.293378439,否,0.770877895,0.768315131,16.44780007,中级,无,无,17.04715607,37.13693227,0.35386106,是,是,0.03681384,高支模,17.79727681,0.587906014,0.584586405,0.715285601,0.390734461,1.200611178,0.714268964,高风险
0.691554753,0.154091788,否,0.642256994,0.726938527,21.29997917,初级,无,无,35.22928749,38.25644535,0.3491449,是,是,0.533215617,高支模,16.27801553,0.267747051,0.276121022,0.82182335,0.81793675,1.874416456,0.417705374,低风险
0.877101701,0.204242583,否,0.657363339,0.821551731,30.75129216,初级,无,无,25.79632778,60.77578488,0.000643532,是,是,0.346555575,塔吊,96.22358917,0.453960893,0,0.825574106,0.145496477,4.867788478,0.628120359,低风险
0.920534532,0.169623178,否,0.705455912,0.842642703,0.268905441,中级,无,无,31.89942187,29.73514905,0.574804614,是,是,0.742000373,车辆,22.73761909,0.825846374,0.097282246,0.749567018,0.539277243,0.026124165,0.321521489,低风险
0.847744184,0.26400918,否,0.578745809,0.797625795,1.203052109,初级,无,无,11.59788041,43.28755865,0.036016093,是,是,0.727154153,高支模,0.882004774,0.999997539,0.217297006,0.81137278,0.495208431,1.09571491,0.539205736,无风险
0.458345677,0.602408985,否,0.782075822,0.87882407,3.842830256,中级,无,无,22.42501086,21.83795067,0.036490523,是,是,0.484686112,深基坑,7.288754834,0.741600838,0.005136377,0.96720051,0.567534146,5.703798609,0.617273953,无风险
0.540500193,0.117494775,否,0.759924415,0.84044,0.872978351,初级,1次,无,7.323896746,8.666324794,0.154542044,是,是,0.561703773,塔吊,20.71255006,0.636655792,0.458662114,0.749959373,0.354115483,1.782098261,0.334971473,中风险
0.281695856,0.473990832,否,0.622330619,0.781451901,15.01203042,中级,无,无,10.61144622,22.68661143,0.464575645,是,否,0.95454521,深基坑,2.49791232,0.999998939,0.250759018,0.660653769,0.485605354,6.988327128,0.77008534,高风险
0.927003296,0.218173654,否,0.679905796,0.877067346,10.46272939,高级,无,1次,25.88683305,38.03527414,0.06718005,是,是,0.956267042,塔吊,22.70045731,0.999999768,0.15715253,0.879372343,0.686034126,3.161973604,0.623205065,无风险
0.258496421,0.183153688,否,0.526645282,0.869983277,2.752160409,中级,无,无,33.03936871,27.06224134,0.148795365,是,是,0.757900908,车辆,16.92554917,0.999998191,0.047481829,0.871412428,0.209314161,5.405237036,0.325338812,低风险
0.294251279,0.271326793,否,0.615278543,0.679836013,5.01943901,高级,无,1次,47.55637438,48.89179229,0.36447376,是,是,0.491231247,车辆,4.392737017,0.999997995,0.650952547,0.808352062,0.440644675,3.382625384,0.433308182,中风险
0.790163369,0.36213615,否,0.571682401,0.763385164,22.37394686,中级,无,≥2次,10.74429354,9.164135507,0.020103014,是,是,0.629495165,高支模,21.13336953,0.424574386,0.041875797,0.804045023,0.598670038,2.841400406,0.588718189,低风险
0.531931874,0.205501216,否,0.597311309,0.796602287,25.18589848,初级,1次,1次,10.66721445,44.90907062,0.080162367,是,是,0.582572461,车辆,17.73896483,0.816659699,0,0.832025812,0.573175671,1.524424844,0.818638766,低风险
0.568248195,0.392209702,否,0.621774922,0.70196984,16.22054614,初级,无,无,13.6363891,18.86360244,0.30010705,是,是,0.778706293,深基坑,4.543950061,0.758122092,0.463469107,0.870465591,0.825754558,3.921560279,0.6494779,无风险
0.671498519,0.186631331,否,0.722442794,0.853284703,11.80093209,初级,无,1次,36.69407552,21.7995757,0.059156682,是,是,0.690491996,高支模,34.88265277,0.205539824,0,0.827669676,0.379572785,2.999921144,0.329165759,低风险
0.653179286,0.226805776,否,0.727591733,0.644592064,1.506470232,初级,无,1次,12.08737022,22.06884017,0.271513132,是,是,0.870448866,车辆,8.577929885,0.999999865,0,0.82812751,0.216417178,3.655881454,0.601713913,低风险
0.582103893,0.239095787,否,0.591222498,0.782331592,3.220118815,初级,无,1次,21.36580135,46.74562377,0.35748947,是,是,0.290182541,高支模,4.849433564,0.47042855,0.398685346,0.884947249,0.547914968,2.835321159,0.520852847,中风险
0.305524948,0.24226393,否,0.517852892,0.769557938,6.855695661,中级,无,无,14.98130032,96.15081164,0.076157181,是,是,0.364939015,深基坑,11.97478029,0.664125201,0.278124518,0.738863731,0.770925904,2.111701764,0.8191585,低风险
0.296310507,0.148862197,否,0.724592777,0.893052683,3.668250616,中级,无,≥2次,20.32134887,19.78041672,0.234296986,是,是,0.805859794,深基坑,23.7405008,0.999999843,1.97141E-12,0.760281545,0.5903653,3.779063268,0.603898245,低风险
0.322794843,0.866342109,否,0.731325244,0.780859168,15.19619336,中级,1次,无,19.10518621,26.08465717,0.400605209,否,是,0.886883176,高支模,20.76239762,0.719919518,0.391865776,0.912744663,0.811630827,0.40666957,0.541477718,极高风险
0.350329379,0.122047724,否,0.640971306,0.764417405,5.216404739,高级,无,无,5.237771965,24.27446923,0.60339111,是,是,0.691947088,高支模,14.6708007,0.463894428,0.378314944,0.877194977,0.824849072,5.32454002,0.566295654,低风险
0.161502269,0.20771985,否,0.622199252,0.701336657,7.612893608,中级,无,1次,75.41289532,45.02921896,0.227538233,是,是,0.819570436,高支模,54.99028475,0.481951456,0.351467891,0.639087781,0.518748779,4.733593717,0.513853085,极高风险
0.592185926,0.626015853,否,0.684617507,0.743579772,17.37698673,初级,1次,1次,27.49548929,99.83603603,0.186948955,是,是,0.769800185,高支模,12.84611463,0.999998963,0.308645285,0.866357162,0.212715648,1.75225066,0.690782202,中风险
0.841693978,0.478518041,否,0.596236566,0.844554471,3.062336093,中级,1次,无,27.3557118,50.50327758,0.735591307,是,否,0.816909186,配电箱,0.060450276,0.729102925,0.321620962,0.772368441,0.733271645,4.120861721,0.6933191,高风险
0.436673921,0.169090995,否,0.57367569,0.818844326,12.06386321,高级,无,无,18.38182919,11.39758946,0.774663841,否,是,0.810244393,车辆,24.19260691,0.377121498,0.315569059,0.966510346,0.543659398,4.161965275,0.561362714,高风险
0.836770383,0.213187895,否,0.706619664,0.699378421,18.82268578,高级,1次,无,22.28299911,62.58197763,0.018597824,是,是,0.246065075,塔吊,1.121481581,0.691791539,0.032539668,0.518069202,0.618239777,3.672198069,0.406918808,无风险
0.655359633,0.16174733,是,0.735304825,0.738621387,8.275596209,中级,无,1次,43.01136441,16.61300956,0.233371253,是,是,0.646373051,高支模,4.906411638,0.87990039,1.69299E-12,0.799179227,0.338641811,2.31191792,0.728169324,高风险
0.223719385,0.137255923,否,0.593995043,0.689498984,5.878380229,中级,无,无,32.80361791,29.18055744,0.182745052,是,是,0.449744956,深基坑,22.25847568,0.999999822,0.537653988,0.733146421,0.569033428,4.470294505,0.736510584,中风险
0.4499371,0.340011474,是,0.683043321,0.853495772,6.694155211,初级,无,1次,28.3358432,25.71860565,0.173948691,是,是,0.951120469,深基坑,19.73589671,0.9999997,0.477451548,0.686629012,0.610417171,0.305251872,0.740663247,高风险
0.696275293,0.366865261,否,0.592006066,0.662082784,5.822074601,高级,无,无,47.54790643,61.74817559,0.112157015,是,是,0.675894717,配电箱,3.853928686,0.931166632,0.344736404,0.932968726,0.759923096,3.826739567,0.111282613,低风险
0.775813777,0.160447241,否,0.742086535,0.765105557,3.873259913,中级,无,无,24.05631678,20.79809475,0.358783301,是,是,0.735759838,深基坑,31.28248806,0.394423527,0.060918066,0.738536425,0.237419041,2.107344552,0.281426991,低风险
0.822499864,0.279647675,否,0.791054212,0.791199073,10.9672332,中级,无,无,13.90096723,16.23093755,0.197814678,是,是,0.705539719,塔吊,1.42950595,0.999997933,1.43028E-12,0.811798251,0.627318225,0.378971823,0.773071822,无风险
0.690787898,0.388745018,否,0.846230875,0.711976369,13.62512232,中级,1次,1次,9.357429792,53.91120031,0.171137578,是,是,0.497318004,塔吊,16.86963756,0.999998936,0.292278117,0.66966938,0.003593226,3.357775519,0.613018186,中风险
