health_risk,fatigue_risk,alcohol_risk,emotion_risk,safety_knowledge_risk,experience_risk,skill_risk,accident_history_risk,violation_history_risk,distance_risk,stay_time_risk,overlap_risk,authorized_risk,ppe_fastened_risk,protection_eff_risk,visibility_risk,sign_visible_risk,alert_perceptible_risk,hazard_type_risk,impact_range_risk,stability_margin_risk,device_abnormality_risk,sensor_coverage_risk,alarm_effect_risk,wind_speed_risk,illumination_risk,comprehensive_score,risk_level
0.8483312912011733,0.4553482413609691,0.0,0.3916862341580995,0.297517415191198,0.7132842283410823,0.1,0.0,0.0,0.481893364446727,0.2012978348140713,0.3245660419778815,1.0,0.0,0.4482338560345497,0.4809779543308262,0.0,1.0,0.8,0.1849958084273024,0.1002385660350476,0.6952315104205854,0.2934658448109295,0.780379817767928,0.101815638782402,0.4382585561260452,0.3899039219927078,中风险
0.7635315709894064,0.6223246218708003,0.0,0.2912514977215549,0.2262254849794429,0.985927376451138,1.0,0.0,0.4,0.8787914968081556,0.5143471215002035,0.1349862261637697,0.0,0.0,0.3596304955908229,0.1016033907296443,0.0,0.0,0.5,0.3180757126836503,0.4262960132267382,0.7551972812441573,0.1432663789927616,0.7388007840719233,0.0,0.0194195677902516,0.3592981915536554,中风险
0.4031004491353562,0.2681009748484709,0.0,0.2232334772214883,0.3332296810779718,0.6114729066892843,0.4,0.0,0.0,0.0548355442216648,0.7385846569867448,0.2594970272122895,0.0,0.0,0.4336240467659129,0.3571289009189973,0.0,0.0,0.7,0.1055870422286529,0.2420207336887261,0.370556327501656,0.3150768974914486,0.1696196092750076,0.2417846594880787,0.0824184729166437,0.23964147184673043,无风险
0.1800536091490396,0.9908546333680568,0.0,0.1694539907035797,0.4038608691351507,0.7836469748502991,0.4,0.0,0.0,0.1288338610991729,0.5498437962860894,0.1703750046297183,0.0,0.0,0.8434539111001638,0.3234311082424399,1.0,1.0,0.6,1.0,0.280791169941354,8.60026133713634e-08,0.0624859204939011,0.7735474287115606,0.0,0.0773505840344646,0.37163300169878644,中风险
0.6175671199117743,0.523346725499137,0.0,0.2164856188297389,0.3675600646777417,0.3154460933205846,0.7,0.0,0.0,0.2211750701381205,0.1219101428959265,0.3205749342256538,0.0,0.0,0.3191521272617371,0.2047824937828446,1.0,0.0,0.6,0.4472855291718875,0.1325740128633812,0.7019610050086555,0.2703271135599876,0.2866421961262158,0.3215661300788747,0.2620615943788795,0.30322528652640873,低风险
0.3624003277921546,0.7319051822404962,0.0,0.2822270802336128,0.3922439322178692,0.9784104364414395,1.0,0.5,1.0,0.054982933875003,1.0,0.4383234623895177,0.0,0.0,0.2240693706897291,0.0697443729159298,0.0,0.0,0.8,0.6205494232418373,0.2549966536300061,0.0,0.1023394596257288,0.2743738593531781,0.1503561801430529,0.156910157740892,0.35424608104661953,中风险
0.7893277922964375,0.3826386291256434,0.0,0.3589817930242542,0.3786094929278295,0.824917520899211,0.4,0.0,1.0,0.6289727500693194,0.138635247023727,0.0084696620465244,0.0,0.0,0.513692935674673,0.0846348339741023,0.0,0.0,0.5,1.0,0.2864850431390834,0.4323228101005817,0.1577141454397491,0.714210231688475,0.0,0.1201746232452095,0.3358010274648866,低风险
0.670572443144525,0.2864033829507989,0.0,0.2848049809440376,0.2628732844184386,0.5983098484366701,0.1,0.0,1.0,0.3836476600528611,0.6927265605835302,0.1199900112505629,0.0,0.0,0.0333028502807252,0.1674983900979433,0.0,0.0,0.6,0.6054192075972815,0.5689981921599361,0.2647462388619372,0.3184680660122571,0.2452574949243726,0.2728819831568109,0.0466928502588874,0.28433837615700286,低风险
0.5171135910728911,0.8034654581052706,0.0,0.1386996987200356,0.3567422510796123,0.6282233587100461,0.7,0.0,0.0,0.1740425331163773,0.3868260558933868,0.6150339185891284,0.0,0.0,0.6953221529660858,0.4923568686122446,0.0,0.0,0.8,0.387548615577475,0.2843881669616225,0.0,0.1057796520493545,0.3094817348904797,0.037756648440957,0.1483331785066673,0.29715637712957005,低风险
0.9461438779046866,0.3164838425709466,0.0,0.2460811801898883,0.3251672729363465,0.5099341567043885,0.1,0.0,0.0,0.0683121547840242,0.2745754778665634,0.2146501090351707,0.0,0.0,0.3124006838675954,0.3917174713453237,0.0,1.0,0.7,1.0,0.0584733325512262,0.8639342416911939,0.2502405622672626,0.4097044787275553,0.2161398670200335,0.0304215714374238,0.312118474392904,低风险
0.9906324357058292,0.2365069516761633,0.0,0.261834898279722,0.2874883768431926,0.6244323809639436,0.4,0.0,1.0,0.1070248209651706,0.2264294989592579,0.2264982637354795,0.0,0.0,0.0602044425509394,0.0794504090445277,1.0,0.0,0.9,0.1230265203147467,0.1620421427505539,6.691564797164893e-08,0.032202509050399,0.8528358717832549,0.0531900388316633,0.3145827601897939,0.29134689272005576,低风险
0.1301573372348528,0.5516726230707522,0.0,0.2166031596796996,0.3041790750244593,0.9252397413514694,0.4,0.0,1.0,0.4042751485948309,1.0,0.2590130128756669,0.0,0.0,0.5525809728629805,0.5313104797784125,0.0,0.0,0.7,0.2831169077051049,0.3435064076931374,0.5343473773156664,0.2895965960211257,0.1545531997929621,0.0,0.3770846602268138,0.3433256144624574,低风险
0.2806669129443992,0.2843823344557353,0.0,0.3220978060045256,0.3669219210474376,0.9509693577859316,0.1,0.0,0.4,0.3369694801505781,0.222065993511184,0.2965754792053459,0.0,0.0,0.4791627930736509,0.433977406871009,0.0,0.0,0.5,1.0,0.2522312975387205,0.0,0.1488732307268496,0.069713764100271,0.0276732962476484,0.5415042340655363,0.2628122192510672,低风险
0.3815499746711124,0.3402348798288811,0.0,0.2637134818170559,0.3345793245425104,0.0,1.0,0.5,0.4,0.0735655840941422,1.0,0.3890531481377916,0.0,1.0,0.2464427912641691,0.2040568371690621,1.0,1.0,0.8,0.0518173953112378,0.2087011266546578,0.7240890781005768,0.0977043415868484,0.4199255206954001,0.4255410749343126,0.3568007855061167,0.42893118588345563,高风险
0.3655481744748768,0.466163228623571,0.0,0.122491511781914,0.4197492487111175,0.7606733023064722,1.0,0.5,0.4,0.0780218551192182,0.1031641778960662,0.6695710273373693,0.0,0.0,0.3575633994386161,0.3859341956824879,1.0,0.0,0.8,0.0295327075897364,0.0152327775643821,0.7760471565934363,0.1810794351642735,0.4056066770389603,0.0,0.0379879414976963,0.3372479084923946,低风险
0.1400250684387026,0.1834676970632769,0.0,0.2492378907827451,0.3711835801784591,0.5104995945429669,0.7,0.0,0.0,0.2739684569622221,0.3361108390385573,0.3888384357175453,0.0,0.0,0.6347468401004979,0.0225354988695172,0.0,0.0,0.9,0.1364224369943847,0.2715766486872695,0.5765416220641902,0.0492667082113972,0.9598294136413372,0.2183938406828571,0.1037276477048235,0.2815442408550409,低风险
0.9886465734785364,0.2427657142731374,0.0,0.2552327476860833,0.2212718374879752,1.0,1.0,0.0,0.0,0.0875329897484762,0.6597438185574983,0.4068697938284095,0.0,1.0,0.5528892386067004,0.2363707109475068,0.0,0.0,0.5,1.0,0.1374766802337969,0.4246431656988163,0.0630938430083685,0.5366925973994428,0.0285559031909689,0.590916504670187,0.38128598469378755,中风险
0.3555763231707116,0.5565097852709234,0.0,0.2876754717048529,0.2619201840547658,0.8702983886357374,0.7,0.0,0.4,0.394537608620625,1.0,0.2880126431935075,0.0,0.0,0.7532677362322222,0.2531130628622338,0.0,0.0,0.5,1.0,0.1735600488619573,0.1697051874364327,0.0898015587052488,0.1725028567759701,0.0754121400510539,0.2044856465051535,0.3266121855262902,低风险
0.8092638335640141,0.3807237020437524,0.0,0.2778246746037418,0.2402143588156211,0.6441188877580479,0.7,0.0,0.0,0.3633302820578942,1.0,0.4521824407919927,0.0,0.0,0.4822635274514423,0.4041171616610043,0.0,0.0,0.8,0.6732188044579167,0.058584904853167,0.1842219170083671,0.1916569066830489,0.6071944213169039,0.0,0.1169699607969644,0.31868558914179107,低风险
0.3869304534748634,0.500500538521041,0.0,0.4740790188264268,0.2933152192123547,0.8848825265768285,0.7,0.0,0.0,0.1834274718449982,0.610272132617002,0.1211036634191901,0.0,0.0,0.3371639369379311,0.2051661797983772,1.0,0.0,0.9,0.0410580838174268,0.0358782750789288,0.480354910005254,0.2196841318586403,0.387511264590653,0.0841342461282063,0.1302428253753512,0.29713043660052757,低风险
0.0885628469201614,0.3932445634692762,0.0,0.3314757746026813,0.3580044732525645,1.0,0.1,0.0,0.4,0.1093333236445963,1.0,0.0112446411846867,0.0,0.0,0.414812752198397,0.2768696443826651,0.0,0.0,0.8,0.5765516667833971,0.2360168578009617,0.5334403422799965,0.1977455393351997,0.1556527542994921,0.0,0.2961478116458393,0.2741834849391881,低风险
0.3428198088670209,0.5363040600456722,0.0,0.4699527145959661,0.1654023135079051,0.8454903769662722,0.4,0.0,0.4,0.0853965224145379,0.1841891314935479,0.4553239334019396,0.0,0.0,0.4947575202483175,0.2150946828355179,0.0,1.0,0.9,0.293187057864801,0.4680763102528805,0.7461882678439599,0.0349164226211309,0.5520872920843292,0.3707453073234097,0.0962113786349937,0.3548918148909773,中风险
0.9649088552891548,0.3863344263663345,0.0,0.3547857048273292,0.2156317250507515,0.9587254149038114,0.4,0.5,0.0,0.0556651373037369,1.0,0.2989584672435844,0.0,0.0,0.5728785831937047,0.5672785676004184,0.0,0.0,0.9,0.0625413320732207,0.2274427448926027,0.456354261380373,0.0682107213174436,0.7184787161777726,0.1314939975736511,0.2928270756516734,0.339265700661393,低风险
0.5971191419475436,0.4974987085489852,0.0,0.3261338820443245,0.3004749300724342,0.6721311658977949,0.7,0.0,0.0,0.8076607666825233,0.7370849015885399,0.1832213264759026,0.0,0.0,0.8407923938709797,0.2276140920912021,0.0,1.0,0.5,1.0,0.30004940148069,0.3506938886016265,0.1456914693858298,0.7301332776577005,0.0108588323298,0.0953199550401115,0.388332786371997,中风险
0.0146592292964002,0.4875602315225235,0.0,0.1952669022335357,0.2460990035029665,0.8599582088801604,0.4,0.0,0.0,0.5098762569713912,0.331937217787553,0.3714063470264293,0.0,0.0,0.2983632692815833,0.1040067429517754,0.0,0.0,0.9,0.3058044876846636,0.8445249347618866,0.5717841149633881,0.2866899055942218,0.3836085540405567,0.0,0.1577201982500631,0.2901494123834633,低风险
0.4837475727497698,0.9752384409840696,0.0,0.3186431799287013,0.2089879375036513,0.4734168082845961,0.1,0.0,0.4,0.0956666242836074,0.9947103040030324,0.5197150859844182,0.0,0.0,0.1110445587046701,0.4156752937578196,0.0,0.0,0.7,1.0,0.1608784417595982,0.4223860351143866,0.1259378044967845,0.2409085106612024,0.0069398887770881,0.1151447385151527,0.30318723254061736,低风险
0.956247738537206,0.1987469422179705,0.0,0.229659969569153,0.3136793027213521,0.8815455155932723,0.4,0.0,0.4,0.0711631620745609,0.2508812705564701,0.0966462322273982,0.0,0.0,0.1348578605895514,0.1921203109254911,0.0,0.0,0.9,0.1156730339389923,0.0055318163029887,0.2970444615816288,0.1222169512120603,0.0437102332654498,0.0,0.5297259781453758,0.2233114464823646,无风险
0.8034666269193311,0.3947620333213404,0.0,0.2749246874268097,0.407367942078784,0.6031387005929656,0.4,0.0,1.0,0.4676906409193523,0.2503514295040819,0.2560665610869598,0.0,0.0,0.7511523187634941,0.4983610752340565,0.0,0.0,0.5,1.0,0.5024405852588438,0.7345942578967831,0.122657584042283,0.3462483840978877,0.1011420917665038,0.5273330027019739,0.38483772355109525,中风险
0.1567088143985985,0.7398527950944962,0.0,0.1524943256210066,0.2772585316304427,0.8972738213430261,0.1,0.0,0.0,0.774383825014985,0.1563628016510099,0.7825460263398447,0.0,0.0,0.3719019811818608,0.2473946784120312,0.0,0.0,0.5,1.0,0.0942249597963199,0.1558911000017368,0.3246747206542805,0.4629955422502633,0.1264302920932087,0.2846567029589077,0.2978581830067141,低风险
0.3926068499091595,0.5438482374593189,0.0,0.3278992174625311,0.3677256141957089,0.9967813159808478,0.7,0.0,1.0,0.3755768189176927,0.7062269136231035,0.1578784179139262,0.0,0.0,0.9216078753903552,0.0629015796860482,0.0,0.0,0.7,0.112153422484592,0.1858748259576551,0.2900662963460424,0.089488921295367,0.2042124839258554,0.0,0.2679575470487821,0.32437610808503464,低风险
0.2282867962647691,0.4272734946190983,0.0,0.2595061263659683,0.3677001114514564,0.8514383002110217,0.4,0.5,0.0,0.0813667469456167,0.5757163684352414,0.493560983054321,0.0,0.0,0.2213047059427322,0.3534476451276902,0.0,1.0,0.8,0.0619928103390798,0.2227807183045971,0.0,0.3253539328062701,0.2881820052755512,0.1344937003431487,0.3169643260742867,0.29185953468190784,低风险
0.2948447154874505,0.4916169434979644,0.0,0.1699947780863309,0.3034412874993142,0.8508419398977917,0.4,0.0,0.4,0.4109082200385048,0.6911879442469767,0.8164605846017147,0.0,0.0,0.8129085678728718,0.318982355972117,0.0,0.0,0.8,0.0534027097358432,0.0964569873223401,8.040781504735408e-08,0.2289103641649212,0.4972532090750712,0.2546389924968235,0.356209943736487,0.31948582486834276,低风险
0.4230337621778647,0.4281948027056971,0.0,0.3078110861711166,0.3497806775370089,0.8934584432416035,0.4,0.5,0.4,0.0959220121681097,0.3466893326367897,0.3249682612208068,0.0,0.0,0.2099791232220612,0.1921244013505308,1.0,0.0,0.9,0.7152059033391118,0.3523544569589255,0.0,0.0167132066438456,0.7914497412896282,0.0,0.5621651321201808,0.3387541705978775,低风险
0.2915360837507768,0.3572966808676802,0.0,0.2384610422030726,0.2651942368140889,1.0,0.7,0.0,0.4,0.7486596817393795,0.3055774619141855,0.0368979300334383,0.0,0.0,0.2629359803940426,0.5604217297461676,0.0,1.0,0.8,0.3880374054281082,0.3514063401305961,0.5729558346583907,0.1232739600297445,0.519018741718098,0.19125761531149,0.0991578974285428,0.35406389266847355,中风险
0.4814127807752638,0.3943509282484329,0.0,0.3467376313894497,0.4838755595035622,0.9784943164725404,1.0,0.0,0.0,0.1781774116534167,0.4604677640558468,0.2762227933301716,0.0,0.0,0.7166999080459844,0.5112678710040237,0.0,0.0,0.9,0.1689659117989255,0.1742239835823202,0.2962574802760168,0.04684725927257,0.2194573905640013,0.0810646304416962,0.2444463714114889,0.3046888105624354,低风险
0.7483653681870774,0.4365321222873202,0.0,0.1356839577863418,0.3556765368876549,0.7918638201567871,0.7,0.0,0.4,0.7748567279224929,0.4937213995748,0.5336173396764305,0.0,1.0,0.0924068405863072,0.275120605450441,0.0,0.0,0.6,1.0,0.3717179333949856,0.0,0.1373846743761568,0.739107584939205,0.0321202907744374,0.3534902428266113,0.38860477546620414,中风险
0.7057073021218244,0.2269509237244051,0.0,0.4759665049858308,0.5421830369550837,1.0,0.1,0.0,0.4,0.1110418512707171,1.0,0.2974128719851061,0.0,0.0,0.4815838377042212,0.2604125264998305,0.0,0.0,0.6,1.0,0.3098557865331328,0.7866645890472724,0.0545073755333679,0.3117913287987137,0.0,0.2579493830447327,0.3366733864238565,低风险
0.7592699198449705,0.3562824612486925,0.0,0.4524903906844416,0.3515167077541841,0.6606170299337121,0.4,0.0,0.0,0.5473751107291395,0.3184251397516252,0.3534267312930707,0.0,0.0,0.8779772401356943,0.0382236586363388,0.0,0.0,0.9,0.2053201240302657,0.3460441467656071,7.226133112235818e-08,0.1462693827413228,0.4897936217856332,0.0,0.158544631165027,0.285978862506413,低风险
0.9594648335909872,0.5039829034919354,0.0,0.2512933909575396,0.3670815275906864,0.8644904124891227,0.4,0.0,0.4,0.0504642608200664,0.3376420186666497,0.2856870488059168,0.0,0.0,0.3010264972984943,0.3432772362489948,0.0,1.0,0.8,0.1147818874777929,0.1950819317404241,0.6360889411947077,0.1250481703302207,0.4009656848808418,0.2267574676594936,0.05947063834593,0.3268506764504203,低风险
0.0474207958076773,0.575658650579653,0.0,0.3192237832294335,0.4115364004250621,0.80164601110092,0.4,0.0,0.0,0.3947478616697831,0.2061363604867766,0.4285180115858463,0.0,1.0,0.4869006249263498,0.0260742251741057,0.0,0.0,0.6,1.0,0.2012937341614625,0.295917912515137,0.1189978449542005,0.8750511982346172,0.2188212499905661,0.0401866404572583,0.3401997446902802,低风险
0.3582804940168655,0.6114561787783394,0.0,0.0915036614666876,0.2159041775910003,0.6666848970774952,0.4,0.0,0.4,0.0976142007516848,0.5334030205444422,0.31103722227255,1.0,0.0,0.4917253089804849,0.4150708306490973,0.0,0.0,0.8,0.6875746649039141,0.2584167742956715,0.6441056272072068,0.0142661186279586,0.7870424576889928,0.0,0.0145121633109717,0.35045500347756425,中风险
0.7865647193441944,0.4901741408016335,0.0,0.4587023197142096,0.3096918035995556,0.5498094353505143,0.7,0.0,0.0,0.0535184627235769,1.0,0.4139919084616262,0.0,0.0,0.6480585869650127,0.341085032710835,0.0,0.0,0.7,0.9947095950291548,0.2065920340717761,0.4102643838050531,0.10453217121245,0.690842754853245,0.1734604613870288,0.155875124061388,0.35259447373320923,中风险
0.6538244684008809,0.2235233589878393,0.0,0.1953126694040411,0.360950331416876,0.6574336113276449,1.0,0.0,0.4,0.1759506115685576,0.7554892023580296,0.8137803021729608,0.0,0.0,0.4375421934371957,0.1659004311439097,0.0,0.0,0.9,0.0399842659100397,0.142489641325507,0.847115720337856,0.1707045987298578,0.7839941550089758,0.2106721403120121,0.2576380658223109,0.3586575392938051,中风险
0.2533508663224134,0.7725220770706418,0.0,0.4415426247796317,0.3432855603085512,0.9614766874155448,1.0,0.0,0.4,0.0560018522498707,0.4155907702402663,0.2501092449016402,0.0,0.0,0.3257720317858369,0.2416438008215772,0.0,1.0,0.6,0.8896432921139474,0.1481741494325343,0.2120041949295323,0.0757100986673832,0.4381147518662184,0.0696962344782813,0.1873232074564563,0.34694082524026004,低风险
0.6670008393828288,0.2951868295925786,0.0,0.2899542859651707,0.4189291946762485,0.9327648016569934,0.4,0.0,0.4,0.6714633190319226,0.6060171554731919,0.6614315314687704,0.0,0.0,0.3712386587076415,0.1872666119890776,0.0,0.0,0.7,0.4776936610305171,0.2626945367031761,0.3802279753824562,0.1125974035860088,0.8960152861212721,0.0,0.1435444748746324,0.34301716540776245,低风险
0.8365948811250374,0.3765984092905872,0.0,0.5324500354959395,0.4238056333155952,0.1442734406687282,1.0,0.5,0.0,0.1640127264045882,0.4637995170547084,0.4712385969056286,0.0,0.0,0.2849353433963767,0.3646820525487586,0.0,0.0,0.9,0.6639007954937264,0.1201976157477308,0.2445465878016891,0.1921859602906521,0.0793305664252977,0.0,0.3424586052576449,0.30449860319617517,低风险
0.6247832690080308,0.4602871741567648,0.0,0.1394366492783695,0.3048688350109081,0.6139826558908366,0.4,0.5,0.0,0.2315264821021278,1.0,0.0673951902864346,0.0,0.0,0.3481233964786218,0.4854705348288678,0.0,0.0,0.5,1.0,0.2798169204055929,7.92823715797296e-08,0.0572488750938187,0.3433772798298575,0.1358467933033098,0.0746038062403348,0.2802298295807567,低风险
0.4996335712043842,0.2585327601194143,0.0,0.2661740377961873,0.2757887306538333,0.4796080690034429,0.1,0.5,1.0,0.1635159814782694,0.3427183182293942,0.4320190771754303,0.0,0.0,0.6242820891445512,0.233761707820731,0.0,0.0,0.6,0.1632662424478314,0.3958485301790553,0.2175575575468941,0.0923958468922497,0.5600156562991678,0.0,0.2858737007398344,0.2859706526959525,低风险
0.3300122324188379,0.5234630023666512,0.0,0.2005228173318644,0.3005794086678028,0.7618690128814825,0.7,0.0,0.0,0.0660068240223947,0.1830508542709396,0.0388945314849288,0.0,0.0,0.4829196219833133,0.4650073500782833,0.0,1.0,0.6,0.1093029759271423,0.0933275560516938,0.4191266259612585,0.3241607351560551,0.9351144593354752,0.042345896901025,0.236834518211373,0.2977361272341974,低风险
0.7700146209157138,0.2273718528773345,0.0,0.2135100276189522,0.2551742001442109,0.9973306484770196,0.1,0.0,1.0,0.6006327945574641,0.1079122738886413,0.164508698605086,0.0,0.0,0.2887426368728822,0.072629181800245,0.0,0.0,0.5,1.0,0.1167742653120966,0.3084354909276149,0.0286948852011883,0.4763093887434114,0.2015362203021721,0.1522119545446585,0.2880303740651817,低风险
0.2191906422829103,0.1779769814897135,0.0,0.2438734981322479,0.3453863116020957,0.5678857885731639,0.4,0.0,0.4,0.9981026823421628,0.4006824222503246,0.3065570466868577,0.0,0.0,0.3405066045147874,0.3770448118614725,0.0,0.0,0.8,0.5949720399955886,0.5070916027160914,0.5901230925417078,0.4080190382094312,0.4174294618277735,0.2252845067216854,0.3789247036796977,0.3389472314182955,低风险
0.6536674361355561,0.4813618674421209,0.0,0.2299857275795543,0.3126679751131892,0.9988866590225676,0.4,0.5,0.4,0.6850526205733961,0.6720989274627576,0.365269473764686,0.0,0.0,0.4814471396776733,0.4402258632311051,0.0,0.0,0.8,0.1515268918953662,0.1423235868625385,0.3628090722717247,0.0660030535391087,0.7185666575195013,0.0045874245424663,0.10034039886728,0.34033922539024614,低风险
0.3991960713978391,0.4225891034510304,0.0,0.3106091432197876,0.3493494965892805,0.0,0.4,0.0,0.0,0.078140647375758,0.4542873247867967,0.3021524245840854,0.0,0.0,0.3763070654305669,0.2072269095018031,0.0,0.0,0.6,1.0,0.5077130983860489,0.654059951657179,0.051754387493076,0.1965082987061126,0.1433562450409672,0.0383902147730603,0.2590011800272552,低风险
0.1675671971546412,0.2771311817648739,0.0,0.0074339238726132,0.6909512943765588,0.6804027905225847,0.4,0.0,0.0,0.8561091395361743,0.3586001282589262,0.5002334657904424,0.0,0.0,0.1675218598882932,0.5536645889163325,1.0,0.0,0.7,1.0,0.0716739866721285,9.183550097584008e-08,0.0228773867588536,0.3942290304309409,0.0929034626703857,0.1771699443171661,0.306085123186578,低风险
0.1610810809916267,0.3696513859935544,0.0,0.3998514028082525,0.4544876275154738,0.7369690729889178,0.4,0.5,1.0,0.1263616043621839,0.1703393616962515,0.5815678720964608,0.0,0.0,0.5122143286148391,0.2004503213696226,0.0,0.0,0.8,0.6811726753225498,0.6079394496155734,0.405692554453945,0.0582985298578669,0.6361236818548737,0.0,0.0880234858314636,0.34655750057782786,低风险
0.1410145324986145,0.606189695760073,0.0,0.2606941798694729,0.1876602449236419,0.8521596996742743,0.1,0.5,0.4,0.0508855894525985,0.9275704245947554,0.3170185292290307,0.0,0.0,0.4412870517244359,0.6275207373560651,0.0,0.0,0.7,0.2509691212133424,0.173909622912457,0.423155549792104,0.0104544634430505,0.4921582915207553,0.0491179159580621,0.2446293733037001,0.2924905667679605,低风险
0.2318046997546416,0.5638445181684154,0.0,0.3050136524186946,0.5087978487502646,0.7587972812476373,0.1,0.0,0.0,0.0569720454531236,0.6225858835396892,0.2826275281015237,0.0,0.0,0.2338680982728804,0.2201419229318082,0.0,0.0,0.7,1.0,0.1774510921718599,0.4369260714620598,0.0431431878842488,0.5864704730280237,0.0678429832467425,0.2186390259208567,0.2730855089108435,低风险
0.551722101954697,0.3033420320258045,0.0,0.4966740433952139,0.3423656736709323,0.256402097738972,0.4,0.0,0.0,0.4488842263135073,0.2963724867682165,0.2472300955492702,0.0,0.0,0.75056832473166,0.1863568866420507,0.0,0.0,0.6,1.0,0.1720301676677625,0.4300246979323741,0.0905316316520158,0.3182854690431255,0.0339574042214355,0.1949352142269765,0.2785063152177632,低风险
0.1198901101247196,0.6547472710622425,0.0,0.3425983389407336,0.3459926418212463,0.823834454202576,0.4,0.0,0.4,0.1629107342947111,0.3677613377252584,0.366023523533628,1.0,1.0,0.1376538846027097,0.3573649180774308,1.0,0.0,0.6,0.0882945166324949,0.1732584547356158,0.0,0.0661444406869261,0.4001733129383548,0.0,0.497861127893809,0.3586750927695936,中风险
