health,fatigue,alcohol,emotion,safety_knowledge,experience,skill,accident_history,violation_history,distance,stay_time,overlap,authorized,ppe_fastened,protection_eff,visibility,sign_visible,alert_perceptible,hazard_type,impact_range,stability_margin,device_abnormality,sensor_coverage,alarm_effect,wind_speed,illumination
0.28440069913138405,0.32502705993517855,否,0.6083137658419004,0.6431236088624654,11.592478084004494,高级,无,无,2.433441416651476,12.077870088844275,0.24497899533451842,否,是,0.609250471694062,0.44053686443857537,是,否,高支模,5.549874252819074,0.8095706380506673,0.5456101147038009,0.6088018237021156,0.2827440924083318,3.0181563878240203,0.31555344976559546
0.38239785198636506,0.5078536152852985,否,0.7087485022784451,0.7257182207959384,1.8592122888364695,无证,无,1次,0.4306920481030829,30.860827290012214,0.08182044172888388,是,是,0.6897507819871767,0.8746516709817349,是,是,配电箱,1.5903785634182515,0.32913626443953486,0.6262782985232431,0.8017988765006818,0.3266955539315712,1.6015551305089217,0.9615379840326567
0.7089258861580896,0.15250476688572462,否,0.7767665227785117,0.6025184134971757,14.644962472295784,中级,无,无,9.678055593685713,44.315079419204686,0.18521044861778008,是,是,0.622664355374617,0.5756451866196363,是,是,深基坑,3.1676112668595886,0.5745325681577771,0.19117175300723876,0.5823748253362644,0.8565069750503828,4.417846594880787,0.841955858844624
0.876039399976829,0.986960838674234,否,0.8305460092964203,0.523822968750756,9.37703631468905,中级,无,无,6.830772010434885,32.990627777165365,0.10946048064283602,是,是,0.2132399235601803,0.6136066132238384,否,否,车辆,15.715288135370535,0.5172613412343263,1.6756606868268852e-12,0.911944238279002,0.29005546126100756,1.7803332812106392,0.8512819447815435
0.5268700148489774,0.3965251428765845,否,0.7835143811702611,0.5639935106392788,22.875649976321778,初级,无,无,5.029335728322621,7.314608573755591,0.24121924415293758,是,是,0.7258971156376153,0.7509437641774072,否,是,车辆,6.709282937578313,0.7524278431599376,0.554440540821624,0.6374833845355913,0.7546684264670082,5.215661300788748,0.5445530904906414
0.740796161611963,0.6402712949433987,否,0.7177729197663871,0.5366135432619105,2.2274141920852246,无证,1次,≥2次,9.66910811694106,84.58429139010661,0.35665096012586006,是,是,0.8094420209803294,0.9135932499970499,是,是,高支模,18.61648269725512,0.5550299861024891,0.0,0.8570720555757173,0.7654686930176412,3.5035618014305294,0.7108004821204876
0.35405562421567943,0.2535035334072778,否,0.6410182069757457,0.551703536508281,8.022474338992367,中级,无,≥2次,1.5455578194814734,8.318114821423622,0.002569405219494372,是,是,0.5483933107291631,0.8953502862782673,是,是,配电箱,6.743084508225993,0.5091035936642356,0.24718014563376464,0.7825526774032312,0.35213205696261923,1.7603510046923263,0.774092693581709
0.4769870814664678,0.16759246575146705,否,0.7151950190559624,0.683010986365854,15.029124675088116,高级,无,≥2次,3.1934356651618145,41.56359363501181,0.07062059422938584,是,是,0.9721695894636886,0.7952091205974066,是,是,车辆,9.081288113959223,0.18576255836140346,0.10915651583352833,0.5782600070734512,0.7909803126983221,4.728819831568109,0.908794521747524
0.6155027364548268,0.7315413381770567,否,0.8613003012799644,0.5760779908199295,14.152945008884743,初级,无,无,5.828185221471358,23.209563353603208,0.5446579338680919,是,是,0.3714218068509958,0.42849735252990623,是,是,高支模,11.62645846732425,0.5121002955845467,0.0,0.8523835673107508,0.7344788745929585,2.37756648440957,0.7253363748325561
0.14261221303380053,0.19329316169376293,否,0.7539188198101117,0.6116390009604136,17.557697718565556,高级,无,无,8.945558555133175,16.474528671993806,0.1461046007314767,是,是,0.7318906461363507,0.5371946493837024,是,否,深基坑,39.779688470682906,0.8864724655171938,0.7836722689079255,0.6627001347448361,0.6445024512279912,4.161398670200335,0.9400823291338746
0.04443765385307499,0.12749445615933033,否,0.7381651017202779,0.6546210128026642,14.264616715832009,中级,无,≥2次,7.44898166594794,13.585769937555476,0.15625398297596937,是,是,0.9495718316223738,0.9016935990280269,否,是,塔吊,9.842121625179745,0.7021733705260831,1.102925419781174e-12,0.9543158373330944,0.2025357231984069,2.5319003883166333,0.4697967926290416
0.9112281681720509,0.42753677307550314,否,0.7833968403203003,0.6355092205581464,4.455521377668991,中级,无,≥2次,3.018865239864681,73.54299715350989,0.1847787307528718,是,是,0.5115978464021604,0.38779888284182484,是,是,深基坑,8.493507231153147,0.4309838367399691,0.3518623537533821,0.6135703064858571,0.8694379057870478,0.5562247881494884,0.388023520524744
0.8028234040421557,0.16590553620693896,否,0.6779021939954744,0.5647049502344448,3.431331851269752,高级,无,1次,3.625876386940945,13.323959610671043,0.218861338539646,是,是,0.580655219670032,0.4909555889494631,是,是,配电箱,39.111072867827616,0.5591580323806254,0.0,0.794313210800241,0.9415581844655205,2.2767329624764843,0.2102183673798306
0.7258882075266941,0.21434463620410124,否,0.7362865181829441,0.6009943144921512,32.43193224027221,无证,1次,1次,8.69859323342098,86.56296747211155,0.30726363733886364,是,否,0.7899450050307423,0.751800431454218,否,否,高支模,1.5545218593371355,0.626153906957608,0.5838751537359665,0.8634012401151686,0.63518923967998,6.255410749343126,0.41370522952554856
0.7383559305913395,0.33611111587660203,否,0.8775084882180859,0.5064302503662192,10.112003509030657,无证,1次,1次,8.50255432567792,6.189850673763974,0.6056836028941308,是,是,0.6916056982063434,0.5435864740019039,否,是,高支模,0.8859812276920948,0.9697664823835618,0.6553603864084191,0.7517261910733982,0.6482287197022835,1.0454792226724359,0.9254672007038396
0.9043235924980852,0.08870381519326993,否,0.7507621092172548,0.5599572112942053,17.541775964492928,初级,无,无,4.315807665989269,20.166650342313442,0.30705168439712716,是,是,0.43201117880351314,0.9719104292926158,是,是,塔吊,10.913794959550778,0.5306005787376695,0.3993782804047711,0.9303691223961659,0.06864203376326232,4.183938406828571,0.8033041294887288
0.050514722208731676,0.1323415498546746,否,0.7447672523139167,0.731530354062988,0.03521029147360814,无证,无,无,8.119131769926753,39.5846291134499,0.32495207241830726,是,否,0.5113040927872317,0.7138438491999796,是,是,配电箱,8.813815242741319,0.7439464771405119,0.23990551481811245,0.9110995814155632,0.5266931855509396,2.2855590319096897,0.1673493061512571
0.7460724312907433,0.4329021288518156,否,0.712324528295147,0.684115076045369,6.469014368905261,初级,无,1次,3.100136036227923,90.47404002670744,0.21099124805252265,是,是,0.31154559818728694,0.6943342358804913,是,是,配电箱,13.101494287657188,0.6830029928370505,0.052018584420138,0.8742245175318761,0.8540279534418366,2.754121400510539,0.6328430866163235
0.3313513159621604,0.2516930982535265,否,0.7221753253962582,0.7093553559855574,13.68261193584064,初级,无,无,3.374809968227055,70.4568370635658,0.37080204205522993,是,是,0.5777730764528174,0.5235414809878194,是,是,高支模,20.1965641337375,0.8862623813703205,0.059644283901898416,0.7378938704983016,0.4590021352933435,1.608063386995248,0.7797420501349146
0.721671956056232,0.3720299700772125,否,0.5259209811735732,0.6479360933262954,5.951524843569562,初级,无,无,5.653119794733357,36.61632795702012,0.0714408480193666,是,是,0.7098584791552134,0.7504908861297791,否,是,塔吊,3.2846467053941484,0.9295307004647816,0.29462553925319385,0.7016178453529622,0.6646327765392536,2.8413424612820632,0.7564775428110517
0.9400504288677732,0.26360081779809363,否,0.6685242253973187,0.5746653378533342,0.039899749691994224,高级,无,1次,7.377846826275345,94.82931367268402,0.0036616936097428852,是,是,0.6398512822952779,0.6668386152019954,是,是,高支模,17.296550003501913,0.583670241564316,0.3508674614186307,0.7299667154422281,0.8684955066217461,1.4967619169075945,0.49540790305094085
0.7558860136842985,0.4106240733220438,否,0.5300472854040339,0.7977126344988904,7.327772627760789,中级,无,1次,8.201499667193275,11.051347889612874,0.3740249716240575,是,是,0.566130494036412,0.7387909875946781,是,否,塔吊,23.454964629184076,0.2829428117141898,0.6138760557834338,0.9504951242555444,0.5120682160750861,5.707453073234097,0.8168338721088587
0.1071844269535861,0.2570086429800058,否,0.6452142951726708,0.7381591788905051,3.106315959030632,中级,1次,无,9.628004097321536,64.35640685962545,0.2210617342501054,是,是,0.49218244991691573,0.3509623323552615,是,是,塔吊,5.00330656585766,0.5968447124190761,0.2705018152051815,0.9039994283089577,0.34774377305833254,3.314939975736511,0.500093544931364
0.5454870217026511,0.3688464890326133,否,0.6738661179556755,0.6397408815619241,12.8450810028434,初级,无,无,0.7120438394485973,44.22509409531239,0.11987262859629325,是,是,0.21625683546117772,0.7240906288712778,是,否,配电箱,56.99034822573927,0.48993084036754025,0.1744002070218963,0.798558571616945,0.3357049760022289,2.108588323298001,0.8184459837486256
0.9902031465615275,0.3583654284486355,否,0.8047330977664643,0.7024944487294552,6.830010030723202,中级,无,无,2.245290720311459,19.916233067253177,0.2899423479510952,是,是,0.7443209852366325,0.87172786119799,是,是,塔吊,24.464359014773095,0.024172495910795698,0.39390075180270134,0.6171598593618344,0.6681600460757214,0.3939169941150436,0.709435264435913
0.6435388020303363,0.964814932571806,否,0.6813568200712987,0.7459829180742843,18.5796577258899,高级,无,1次,7.822952649730723,59.68261824018194,0.44127228779933375,是,是,0.9065671828590502,0.5108787184496173,是,是,深基坑,59.24778422393707,0.7041249895038,0.2377839763432577,0.8250666873245853,0.7947766547009331,2.0693988877708818,0.7829688337774174
0.12416532714813726,0.09944251041052815,否,0.770340030430847,0.6246818244893825,6.070850930824698,中级,无,1次,8.809266603493597,15.05287623338821,0.05388664678981121,是,是,0.8862839579330447,0.7659199152340994,是,是,塔吊,9.253842715119388,0.9889669683856326,0.13224190563465874,0.8300888050288615,0.9634398158685359,1.0262132132851698,0.22115765563132353
0.33803178492235353,0.2650551538226997,否,0.7250753125731902,0.5199737573576587,14.888442541027763,中级,无,≥2次,2.533160751045216,15.021085770244913,0.18215499561653584,是,是,0.31376993803567194,0.4221716203469371,是,是,配电箱,12.513057938397726,0.2475653711975619,0.5980615500773435,0.8294935960748709,0.7017417454950563,3.0114209176650384,0.22341409033473228
0.8925893635175259,0.6502266138422407,否,0.8475056743789934,0.6663903772099737,5.503209987435777,高级,无,无,0.8522921011899598,9.381768099060597,0.7360161825258225,是,是,0.6787182383586722,0.7009856153193943,是,是,配电箱,21.042892810271074,0.8204284234559782,0.04515462111756999,0.5707516198264158,0.5956368739973423,3.264302920932087,0.5117160326216202
0.717210424346178,0.4189006519374304,否,0.6721007825374689,0.5638089757266691,1.2512965586055944,初级,无,≥2次,3.2643075034138747,42.37361481738621,0.09951841651772929,是,是,0.11982856610944861,0.9220012444345705,是,是,深基坑,3.3646026745377613,0.6627997990094784,0.12710484820193416,0.8746535219461778,0.8266676351152557,1.4203200836403171,0.5358861529228359
0.8413382244398245,0.2967816707132882,否,0.7404938736340316,0.5638374023657452,7.124119237504621,中级,1次,无,8.362628678733017,34.542982106114486,0.4136909551795648,是,是,0.8118446974117525,0.579768508989942,是,否,高支模,1.8597843101723965,0.604069811839118,0.0,0.5699317442930518,0.7533106990362259,3.344937003431488,0.46653773185515346
0.7922395328160214,0.3626326616837673,否,0.8300052219136691,0.6363516300155048,7.144598729927073,中级,无,1次,2.9646179944393225,41.4712766548186,0.7761024054830422,是,是,0.24738778349668727,0.6186541846306686,是,是,高支模,1.6020812920752963,0.8163899757586219,1.4979492563499583e-12,0.6897968978272415,0.5637991575750853,4.546389924968235,0.4144656365437772
0.693053775280782,0.297696286102042,否,0.6921889138288834,0.5838816666470682,5.642163722101673,中级,1次,1次,7.8140659697237425,20.801359958207385,0.24535854260811457,是,是,0.8216726031196048,0.7659150677672375,否,是,塔吊,57.21647226712894,0.41944474942096827,0.0,0.9762097741030312,0.27081680540189323,1.0742957785304514,0.19169937153133873
0.7947157564735308,0.22986347821858785,否,0.7615389577969274,0.6803238439433874,0.9948251076697073,初级,无,1次,0.9649025407270528,18.334647714851133,0.01617158187023875,是,是,0.775510488844324,0.35792766699430706,是,否,高支模,11.641122162843246,0.42067373562278804,0.3952469955267879,0.8286612073526178,0.5433839358307165,3.912576153114901,0.8115164937653637
0.6454776454726797,0.26466091560217164,否,0.6532623686105503,0.43746471689714317,2.2234389332187545,无证,无,无,5.749918434594292,27.62806584335081,0.20025086051216656,是,是,0.3495738435210947,0.4086378709120685,是,是,塔吊,13.517272943914044,0.6819060292906521,0.13165849144632735,0.933753288393397,0.8134493440900745,2.810646304416963,0.5708612856732658
0.39857826081389736,0.3060112820296285,否,0.8643160422136582,0.5772712558457445,9.111059191340154,初级,无,1次,0.8502571130520664,29.623283974487997,0.45607620756452977,是,否,0.922378868766965,0.6688553316599093,是,是,车辆,80.62014378849861,0.3947383552174677,0.0,0.8096740912361846,0.3263757460083817,2.3212029077443743,0.417974866120394
0.44243858110920864,0.12019953635442938,否,0.5240334950141692,0.3765865892555825,0.9986838888390581,高级,无,1次,7.32616036752006,93.9469597468467,0.21963406570656482,是,是,0.5784050960171517,0.6858623032100404,是,是,车辆,26.01353589050669,0.4762990353818007,0.6703722093818835,0.9230514778727558,0.7324311115159324,0.9430837747342213,0.5506391181236928
0.3869785624481648,0.22893191878579372,否,0.5475096093155584,0.5819336745135197,13.19072757957306,中级,无,无,2.0087365052313544,19.105508385097515,0.27250485404390806,是,是,0.17326095461334357,0.9524509342417204,是,是,塔吊,16.425609922421263,0.42765825797952284,1.2536508391365196e-12,0.7977869688847836,0.5707618052935799,0.5360916557222186,0.7080471377412003
0.11800162105898959,0.3757333289409773,否,0.7487066090424603,0.5645269947667375,6.672348963003719,中级,无,1次,9.95496633258881,20.258521119998985,0.20886380758535314,是,是,0.7419658675940645,0.591190692326597,是,否,高支模,3.443456624333789,0.6478930966107272,0.47046762381365576,0.8262666143140707,0.6524437637633378,4.267574676594936,0.8845954801334124
0.9681308605855385,0.45433753962984863,否,0.6807762167705664,0.5154060415075123,8.79211530017149,中级,无,无,3.098360142612364,12.368181629206598,0.3467059950341816,是,否,0.573457501362067,0.9675141479464474,是,是,车辆,19.627210751098566,0.6379316990897405,0.13140707784485542,0.8344410723172033,0.17671635553871543,4.188212499905662,0.9212416851567242
0.7439838250660527,0.4952307755527936,否,0.9084963385333125,0.7378386907076898,13.008822209913617,中级,无,1次,7.755774322140496,32.00418123266653,0.23228194610277358,否,是,0.5689604400545659,0.5115394111603385,是,是,高支模,20.62723994711742,0.549945680646037,0.48039132432745707,0.9796823034820862,0.2755777743983825,1.4004220842191824,0.9711862762620209
0.3571446424811135,0.36111324944925416,否,0.5412976802857904,0.629221838789416,16.427121923904522,初级,无,无,9.75909528991906,82.77818910515103,0.33207777924873383,是,是,0.41885012027297447,0.5936585347789546,是,是,深基坑,29.841287850874643,0.6294962003983615,0.22651989960938013,0.8540828128448517,0.37596682421346456,3.734604613870288,0.7125468061783771
0.49301966833270083,0.11761461935462317,否,0.8046873305959589,0.571371096701414,13.285944407825719,无证,无,1次,5.791839798039291,45.32935214148178,0.7729189705185413,是,是,0.6190726590202712,0.797117549751351,是,是,塔吊,3.198741272803176,0.7353240152340575,0.7584109045280802,0.7653681177497533,0.2788610891218918,4.106721403120122,0.5511012413160395
0.8230212406415764,0.6916282334021809,否,0.5584573752203683,0.5911813255530385,2.9886465842454744,无证,无,1次,9.607901709678117,24.93544621441598,0.17687326033384163,是,是,0.7200107322085241,0.7076875438494485,是,否,车辆,13.344649381709212,0.7256072796949863,0.07537733129164267,0.8936235037016489,0.6185474561439326,2.6969623447828135,0.6604435691388618
0.4804284960883277,0.17498292860487777,否,0.7100457140348293,0.507325065043422,4.163140601353491,中级,无,1次,1.3276529664290138,36.36102932839152,0.5964940530819057,是,是,0.6793155037568797,0.7716762369947562,是,是,深基坑,14.330809830915511,0.5436193462073441,0.19955997693740982,0.8431147889015347,0.15163795456986687,1.8307190477707587,0.7335160665177692
0.2988893483414288,0.2478061703722374,否,0.4675499645040605,0.5020087188027432,27.34715729804904,无证,1次,无,6.026037513802294,27.827971023282508,0.39043709049094555,是,是,0.7561728739982484,0.5672035040723198,是,是,塔吊,53.11206363949811,0.7740522353359776,0.09563187680663161,0.7372040455610231,0.933440064103037,1.8186834396932676,0.4323606857997216
0.5202213003036191,0.3300750338039217,否,0.8605633507216305,0.6347218511254435,14.571471427114153,中级,1次,无,4.876870061561931,77.68291887873882,0.03433888029665162,是,是,0.700064134229152,0.4357755029299102,是,是,配电箱,6.519982326979329,0.5186636681340842,1.463168652009105e-12,0.9192303828024343,0.7043090273764219,3.358467933033098,0.8563581154248757
0.6302682682683369,0.14478932612240963,否,0.7338259622038127,0.6680848110573792,18.407245311889607,高级,1次,≥2次,6.036148491257336,20.56309909376365,0.35025041304449567,是,是,0.4423013337878597,0.7168937838548641,是,是,车辆,2.4489936367174723,0.3649989984868079,0.07869677901557898,0.8706670446777105,0.5045036962433667,1.2197683367865213,0.5099763712950196
0.7656752030484004,0.39665100561537464,否,0.7994771826681356,0.6396214469918255,10.074050284029003,初级,无,无,9.059990493406076,10.98305125625638,0.017272717916580485,是,是,0.5771628660669902,0.4575460066651631,是,否,车辆,1.6395446389071349,0.8220549206151944,0.23473368612714118,0.5713722855832359,0.10235834920745789,2.423458969010251,0.5824215525936671
0.37537627320900907,0.12051814262087623,否,0.7864899723810478,0.6919399240766446,1.2150103646227286,高级,无,≥2次,1.6992384064360522,6.474736433318482,0.10476979242167377,是,是,0.7528162403506167,0.9100532022107775,是,是,配电箱,29.99981935156462,0.7800876984149866,0.14080148734149986,0.9592607604360834,0.5833049428548035,4.015362203021722,0.7187445700169881
0.8479365186152024,0.08493588091542013,否,0.7561265018677521,0.5888183732076178,15.909167002634288,中级,无,1次,0.006330399482976645,24.04094533501948,0.2281072713130803,是,是,0.7068740558700559,0.5534405915593762,是,是,高支模,17.849161199867655,0.2429586881129914,0.4151812028420261,0.4728521225011703,0.6374661055787604,4.252845067216854,0.3857345236993512
0.49316875289870304,0.3518747624827601,否,0.7700142724204456,0.6258326609367793,1.103747605746712,中级,1次,1次,1.260865417716559,40.325935647765455,0.2839662483026283,是,是,0.5785321900131073,0.48419024575180386,是,是,高支模,4.545806756860986,0.7356088296523414,0.18455687612629554,0.9070607323359832,0.3476532474867683,2.0458742454246632,0.8093873979102848
0.7120139609157791,0.292144398415085,否,0.6893908567802124,0.5843656947028091,33.85084599911791,中级,无,无,8.497483015235048,27.257239487207805,0.22401783949168486,是,是,0.6747491614746004,0.7480594701453714,是,是,车辆,16.926055719515634,0.24234639350066395,0.4928286304845758,0.9268933667424633,0.8333315597922065,3.4335624504096725,0.924693379044201
0.8849107217345912,0.15989551301301863,否,0.9925660761273867,0.23042715683219445,12.595524653928985,中级,无,无,0.5178580383653753,21.516007695535574,0.420693622631186,是,是,0.8583097222431727,0.36481835437485644,否,是,深基坑,63.78829598763626,0.8617891870212193,1.869322926506753e-12,0.9674789402089033,0.6585524664336582,2.929034626703858,0.6770493005350154
0.8895014472721118,0.2413017569927303,否,0.6001485971917475,0.4688195960195211,10.85810866479797,中级,1次,≥2次,6.895358687906992,10.220361701775097,0.5078676008873586,是,是,0.549782441645499,0.7560609650952332,是,是,高支模,20.435180259676493,0.15371147516773953,0.22232846123274577,0.9177686361700707,0.43065367708313174,1.8813688170492384,0.8317011623949945
0.9036297991201258,0.4891485668386259,否,0.739305820130527,0.7712090807384226,7.099327476048195,高级,1次,1次,9.92725170130143,55.65422547568532,0.23787883805671517,是,是,0.6156359137955636,0.2909897045955,是,是,深基坑,7.529073636400273,0.6824253111166388,0.23850641719326834,0.9850985770246906,0.5685565124229843,2.4911791595806214,0.5705847836755608
0.8387794155209797,0.4410759467252029,否,0.6949863475813054,0.41122103819540423,10.171486975341953,高级,无,无,9.550648540316615,37.35515301238136,0.20607156776605196,是,是,0.8009147445603803,0.7328573843039041,是,是,深基坑,36.74959885479535,0.676586705769266,0.2515822131125607,0.938941434390295,0.47909551343839174,2.678429832467425,0.6105249718139076
0.58573101093692,0.18192974149039284,否,0.5033259566047861,0.592216621403114,24.437055655006624,中级,无,无,2.6699675744748674,17.782349206092988,0.17433182269986203,是,是,0.3143834457560317,0.7727560985449575,是,是,车辆,16.45236689686236,0.6855340432522734,0.24499412259012215,0.873222949518293,0.7266670355498738,2.3395740422143554,0.648129309291764
0.9183846173435912,0.5460697744868884,否,0.6574016610592663,0.5881367173043464,8.058656793812164,中级,无,1次,6.048509568499867,22.065680263515503,0.28469920001625776,否,否,0.8838963546365561,0.5753810280932358,否,是,车辆,1.3244177494874245,0.6835015826661417,0.0,0.9068645821541438,0.6531628672196345,1.434837804021479,0.25214344688007767
0.7889458284106569,0.2902485360790025,否,0.6810295187545146,0.8393481940052295,17.16235822124017,中级,无,无,9.408806192514021,49.49298794294687,0.3013747865570453,是,是,0.6888277535883245,0.22840287797866154,是,是,车辆,39.356497744136654,0.7817605076102713,0.6746449807161149,0.8671490699100418,0.2755915049062196,4.681721680577544,0.1449007081844375
0.8948156264286072,0.8102050135003566,否,0.6781760601435123,0.6112816939569691,7.032124740296046,中级,无,无,4.69013574445853,56.03013762612407,0.02405533776260353,否,是,0.35713471029168514,0.7875778080647343,是,是,塔吊,4.717073381650411,0.07261447999016148,1.5976064746228497e-12,0.6972496079367324,0.5156116962297018,3.263244495550731,0.4873684631758046
0.22592208034762437,0.3605331563702428,否,0.7129296342503103,0.7354668962502215,4.684697216272694,初级,无,无,0.291072832478676,34.508928452218115,0.08201294484041166,是,是,0.7709489431241687,0.4491607419273703,是,是,配电箱,0.6717399089068243,0.37462835411730777,1.1971399782925875e-12,0.8002668869792154,0.826273393858196,4.0994510285071915,0.5337790930303103
0.3291553039326392,0.4622455677677758,否,0.6965023779518458,0.5979987975341288,0.20827854139543328,高级,1次,无,4.13006807648344,12.323970155283714,0.6481942301398864,否,否,0.5755989823612927,0.8087784986551122,是,是,深基坑,4.244290407152091,0.45098038462329165,0.22020681147955373,0.5537299426252447,0.8654854924484625,0.9011384983621737,0.7870101976738104
0.2219832477336487,0.17229165058733184,否,0.7548544159694033,0.554006593219479,1.129389230551421,中级,无,无,9.724950609670486,49.93017465876693,0.18716364105753783,是,是,0.7641046301945144,0.594983997024181,是,是,车辆,3.48491138934569,0.9461491158705972,1.7359873154829904e-12,0.9730785717231053,0.14283720745275227,3.989820462270433,0.5304883385700656
0.8456183379695358,0.4299611664953228,否,0.6397763083071085,0.7868021385225159,2.53682094959538,初级,无,≥2次,7.896549335855525,24.975987984019017,0.03912708713408882,是,是,0.42076161282436014,0.4114758910124094,是,是,高支模,12.172317151394882,0.8654332777711036,0.06406030893276146,0.723711395365884,0.8970230726178692,6.22935227484817,0.5690702221999826
0.6544344905717657,0.3974072624159443,否,0.6381671413874304,0.6142834551365899,21.693310608039337,高级,无,1次,5.327526930195745,73.76129712684973,0.7180626098654013,是,是,0.29520678684100404,0.36428177135143525,是,是,塔吊,4.485256772695072,0.633304305514607,0.11418497506725954,0.6835055266290176,0.9482090347119776,2.4686663145829484,0.9586581306156924
0.7401586675475053,0.23659536033454445,否,0.5907987148770761,0.5964379937302423,8.50662196752069,中级,无,无,6.411924211715814,30.230366198303113,0.11249431321228216,是,是,0.20883215743879555,0.7810183113077082,是,否,深基坑,4.96779906778818,0.6577418723347257,0.3245474374123746,0.656910334855769,0.8201965600953248,1.9154569715992928,0.47238603926459305
0.4372346609774385,0.2879285598232816,否,0.6398893858332626,0.5991375579131248,0.49108700170956,中级,无,无,4.899794075463433,29.533061101944828,0.0237548509172407,是,是,0.9146807843782032,0.5873605154066223,是,是,配电箱,25.193942729479048,0.7100819014310902,0.17250986378095562,0.6123668137904075,0.4346108125448667,3.148964985700348,0.7719211679146467
0.5720916587092462,0.34266613519387445,否,0.7240257275435569,0.44111945417343235,0.10808754762270419,无证,无,无,2.099041841865983,15.115194704993579,0.24887716502260696,否,是,0.6991073650331932,0.9609155628159924,是,是,高支模,5.891009045655167,0.5266064712166848,0.11100259000963411,0.8648638463683371,0.46809972617703594,2.0594645798180267,0.39236782479476334
0.842497899417763,0.06946193182902394,否,0.5731545837059798,0.740133218576435,10.741011308781497,高级,无,1次,1.5871003692154773,59.07892747010615,0.1585998677243777,是,是,0.5420659341199381,0.7388334871140112,是,否,高支模,8.381445784960766,0.2960406605180473,0.025392052363049537,0.7542194051286495,0.7949331840881102,1.7721798419197472,0.6029840865109786
